Client_Name,Industry,Country,Service_Used,Project_Duration_Days,Project_Cost_INR,Revenue_Generated_INR,Is_Renewed,Team_Size,Feedback_Score,Project_Month,Profit_INR,ROI,Project_Size,Feedback_Level,Renewed_Flag,Client_Success_Score
Client_130,Telecom,Australia,Mobile Testing,63,111095,2975430,Yes,10,5,Mar,2864335,25.782753499257392,Short-term,Low,1,10.76310139970296
Client_28,EdTech,UK,Cloud Testing,53,1786884,1797869,Yes,17,10,May,10985,0.006147573093720689,Short-term,High,1,0.6024590292374883
Client_161,E-commerce,Singapore,Cloud Testing,182,291026,2019049,No,15,9,Jun,1728023,5.9376928521850285,Long-term,High,0,2.6450771408740117
Client_77,E-commerce,Australia,Performance Testing,178,1826491,2646165,Yes,3,7,Nov,819674,0.4487697995774411,Mid-term,Medium,1,0.6895079198309764
Client_164,Retail,Australia,Mobile Testing,263,404775,2562793,Yes,15,4,Jan,2158018,5.331401395837194,Long-term,Low,1,2.5525605583348776
Client_130,EdTech,Germany,Mobile Testing,296,1089160,2266988,Yes,11,10,Sep,1177828,1.0814095266076609,Long-term,High,1,1.0325638106430644
Client_156,Banking,Germany,Security Testing,335,1358805,527835,No,12,6,Jul,-830970,-0.611544702882312,Long-term,Low,0,-0.06461788115292483
Client_51,Retail,India,API Testing,298,1013052,1081494,Yes,5,8,Nov,68442,0.06756020421459116,Long-term,Medium,1,0.5670240816858365
Client_40,Telecom,Germany,DevOps QA,202,284844,1961669,Yes,10,8,May,1676825,5.886818749912233,Long-term,Medium,1,2.894727499964893
Client_96,Insurance,USA,Performance Testing,252,234386,1365438,Yes,12,7,Jan,1131052,4.825595385389913,Long-term,Medium,1,2.4402381541559652
Client_196,EdTech,UK,API Testing,98,651743,1803908,No,9,5,Apr,1152165,1.7678210583005878,Mid-term,Low,0,0.8571284233202352
Client_42,Insurance,USA,Mobile Testing,205,565085,770809,Yes,8,8,Dec,205724,0.36405850447277843,Long-term,Medium,1,0.6856234017891114
Client_139,EdTech,UK,Performance Testing,280,877697,704441,No,17,5,Jun,-173256,-0.1973984188165164,Long-term,Low,0,0.07104063247339343
Client_200,Banking,UAE,Functional Testing,213,267855,1559991,Yes,13,9,Jun,1292136,4.8240129921039365,Long-term,High,1,2.4996051968415745
Client_136,Retail,Germany,DevOps QA,126,1377226,496219,Yes,16,9,Apr,-881007,-0.639696752747915,Mid-term,High,1,0.31412129890083396
Client_1,E-commerce,Singapore,Performance Testing,114,179178,2145879,Yes,4,8,Apr,1966701,10.976241502863076,Mid-term,Medium,1,4.93049660114523
Client_154,Retail,UK,API Testing,236,1619375,2546795,Yes,11,9,Sep,927420,0.5727024314936318,Long-term,High,1,0.7990809725974528
Client_83,Insurance,Singapore,Mobile Testing,39,905990,356825,Yes,5,9,Jan,-549165,-0.606149074493096,Short-term,High,1,0.3275403702027616
Client_126,EdTech,UAE,API Testing,146,940213,2449117,Yes,18,8,Nov,1508904,1.6048533683324948,Mid-term,Medium,1,1.181941347332998
Client_5,Healthcare,USA,Cloud Testing,144,1387579,1824329,Yes,18,8,Apr,436750,0.3147568534836575,Mid-term,Medium,1,0.6659027413934631
Client_29,Telecom,Singapore,Cloud Testing,97,1476099,1251247,No,16,5,Nov,-224852,-0.15232853622961604,Mid-term,Low,0,0.08906858550815358
Client_93,E-commerce,UK,API Testing,138,1192627,506847,No,13,4,Dec,-685780,-0.5750163294978229,Mid-term,Low,0,-0.11000653179912917
Client_79,Insurance,UAE,Cloud Testing,41,700769,1821543,Yes,16,8,Dec,1120774,1.5993487154825627,Short-term,Medium,1,1.179739486193025
Client_62,Telecom,UK,Cloud Testing,331,1592345,2254798,Yes,6,5,Apr,662453,0.41602353761276606,Long-term,Low,1,0.6164094150451065
Client_15,E-commerce,UAE,API Testing,288,1352990,1972387,No,8,9,Oct,619397,0.45779865335294423,Long-term,High,0,0.45311946134117775
Client_62,Telecom,Germany,Security Testing,116,220508,696833,Yes,11,4,Jul,476325,2.1601257097248174,Mid-term,Low,1,1.284050283889927
Client_146,EdTech,Australia,API Testing,93,1722374,715688,No,19,5,Sep,-1006686,-0.5844758455480633,Mid-term,Low,0,-0.08379033821922535
Client_21,Banking,Australia,API Testing,217,1820144,2167135,Yes,5,6,Jun,346991,0.19063931205443085,Long-term,Low,1,0.5562557248217723
Client_22,Insurance,Germany,Security Testing,363,467570,2495858,Yes,14,8,Mar,2028288,4.337934426930727,Long-term,Medium,1,2.275173770772291
Client_188,Automotive,Germany,DevOps QA,49,1442788,980927,Yes,16,10,Aug,-461861,-0.3201170234296376,Short-term,High,1,0.4719531906281449
Client_125,Healthcare,Germany,API Testing,222,1136765,2196237,No,20,5,Nov,1059472,0.9320061754188421,Long-term,Low,0,0.5228024701675369
Client_18,Automotive,Australia,API Testing,357,1020591,1808087,Yes,13,8,Jan,787496,0.7716078233102193,Long-term,Medium,1,0.8486431293240877
Client_195,Insurance,Germany,Mobile Testing,160,122461,2885728,No,17,9,Feb,2763267,22.564465421644442,Mid-term,High,0,9.295786168657777
Client_137,E-commerce,UAE,Security Testing,303,523010,2546334,Yes,3,10,Aug,2023324,3.86861436683811,Long-term,High,1,2.147445746735244
Client_197,Insurance,UK,Test Automation,349,1883769,972500,Yes,4,6,Feb,-911269,-0.4837477418940433,Long-term,Low,1,0.28650090324238264
Client_33,Insurance,Singapore,Mobile Testing,54,1477586,2503707,No,8,5,Apr,1026121,0.6944577168435543,Short-term,Low,0,0.4277830867374217
Client_33,EdTech,USA,Test Automation,334,1785921,2733677,Yes,17,10,Jan,947756,0.5306819282599846,Long-term,High,1,0.8122727713039939
Client_169,Retail,USA,Security Testing,54,1186646,2348854,Yes,7,9,Nov,1162208,0.9794058211126149,Short-term,High,1,0.961762328445046
Client_122,Healthcare,UAE,API Testing,85,699799,1182829,Yes,3,4,Mar,483030,0.6902410549314875,Short-term,Low,1,0.6960964219725949
Client_141,Banking,UK,Functional Testing,364,508413,1166343,Yes,15,9,Apr,657930,1.2940857137799386,Long-term,High,1,1.0876342855119754
Client_43,Banking,UAE,Cloud Testing,40,170483,450496,Yes,9,9,Mar,280013,1.6424687505499083,Short-term,High,1,1.2269875002199633
Client_68,Telecom,USA,Security Testing,54,1744082,1266763,Yes,12,8,Feb,-477319,-0.27367921921102334,Short-term,Medium,1,0.43052831231559063
Client_136,Banking,UAE,Cloud Testing,89,1357273,1953826,Yes,13,8,Mar,596553,0.43952322045749087,Short-term,Medium,1,0.7158092881829963
Client_156,Healthcare,Australia,Security Testing,243,1170696,1506486,Yes,5,6,Oct,335790,0.28682937329588554,Long-term,Low,1,0.5947317493183542
Client_109,Telecom,UAE,Cloud Testing,257,1181739,2565995,Yes,6,9,Sep,1384256,1.1713720203869045,Long-term,High,1,1.0385488081547618
Client_55,Telecom,Germany,Security Testing,224,1564755,525787,Yes,8,8,Apr,-1038968,-0.6639812622423319,Long-term,Medium,1,0.2744074951030672
Client_139,E-commerce,USA,Security Testing,93,585849,621984,Yes,10,7,Apr,36135,0.061679716104320395,Mid-term,Medium,1,0.5346718864417281
Client_194,Retail,Germany,API Testing,310,1390146,2967513,Yes,19,4,Sep,1577367,1.1346772209537703,Long-term,Low,1,0.8738708883815081
Client_187,Automotive,Germany,Performance Testing,159,455431,1884688,No,7,7,Feb,1429257,3.1382514585085337,Mid-term,Medium,0,1.4653005834034136
Client_177,E-commerce,Singapore,Test Automation,272,1513531,1926458,No,16,9,Jul,412927,0.27282361577001063,Long-term,High,0,0.37912944630800427
Client_52,Retail,UAE,Functional Testing,108,175625,1682043,Yes,13,9,Dec,1506418,8.577469039145907,Mid-term,High,1,4.000987615658363
Client_183,Retail,Singapore,DevOps QA,135,854429,1610909,Yes,17,9,Aug,756480,0.8853632074754016,Mid-term,High,1,0.9241452829901606
Client_80,Retail,UAE,Test Automation,352,601757,948971,Yes,18,4,May,347214,0.5770003506398762,Long-term,Low,1,0.6508001402559505
Client_103,Insurance,UK,DevOps QA,34,1473674,1495274,Yes,7,10,Mar,21600,0.014657244410907704,Short-term,High,1,0.6058628977643631
Client_172,E-commerce,Australia,Functional Testing,184,100602,1595042,Yes,11,6,Dec,1494440,14.854973062165762,Long-term,Low,1,6.421989224866304
Client_167,Automotive,Germany,DevOps QA,245,430185,2640901,Yes,8,7,Apr,2210716,5.138989039599243,Long-term,Medium,1,2.565595615839697
Client_96,EdTech,UAE,API Testing,81,282122,2898988,Yes,13,10,Apr,2616866,9.27565379516663,Short-term,High,1,4.3102615180666515
Client_113,Retail,UAE,Security Testing,296,678681,251530,Yes,12,7,Jul,-427151,-0.629384055248342,Long-term,Medium,1,0.2582463779006632
Client_133,Automotive,India,Security Testing,168,1735092,1428502,Yes,9,6,Mar,-306590,-0.17669956405769838,Mid-term,Low,1,0.40932017437692064
Client_116,EdTech,UK,Performance Testing,348,937673,859908,Yes,5,4,Oct,-77765,-0.08293402924047083,Long-term,Low,1,0.38682638830381166
Client_31,Healthcare,Germany,Performance Testing,340,840562,1616816,No,16,9,Apr,776254,0.9234940432710496,Long-term,High,0,0.6393976173084199
Client_64,EdTech,UK,DevOps QA,100,1504383,2734618,No,14,8,May,1230235,0.8177671510512948,Mid-term,Medium,0,0.5671068604205179
Client_58,Healthcare,Singapore,Mobile Testing,244,928675,2004763,Yes,8,7,May,1076088,1.158734756507928,Long-term,Medium,1,0.9734939026031713
Client_17,Banking,Singapore,Test Automation,83,950292,2763815,Yes,15,7,Oct,1813523,1.908385001662647,Short-term,Medium,1,1.2733540006650588
Client_87,EdTech,Australia,Security Testing,291,1329099,761607,No,15,6,Aug,-567492,-0.4269749657474725,Long-term,Low,0,0.009210013701010988
Client_6,Healthcare,UAE,Functional Testing,346,520081,1997437,No,10,8,Nov,1477356,2.8406267485257106,Long-term,Medium,0,1.3762506994102843
Client_151,Retail,Australia,Cloud Testing,90,1185785,338230,Yes,3,10,Apr,-847555,-0.7147627942670889,Short-term,High,1,0.3140948822931644
Client_142,Insurance,Australia,Performance Testing,174,132225,1129326,Yes,3,4,May,997101,7.540941576857629,Mid-term,Low,1,3.4363766307430517
Client_59,EdTech,USA,Functional Testing,88,1645444,987540,Yes,20,9,Aug,-657904,-0.39983372269126144,Short-term,High,1,0.41006651092349544
Client_151,Telecom,UAE,DevOps QA,84,1575602,1717918,Yes,10,5,Feb,142316,0.09032484091794755,Short-term,Low,1,0.486129936367179
Client_57,Healthcare,India,Test Automation,284,243900,804274,No,5,4,Jun,560374,2.297556375563756,Long-term,Low,0,1.0390225502255024
Client_2,E-commerce,UAE,Security Testing,131,289091,509931,Yes,17,6,Jul,220840,0.7639117094617266,Mid-term,Low,1,0.7855646837846906
Client_19,Healthcare,Germany,DevOps QA,341,1252579,621321,Yes,9,7,Jul,-631258,-0.5039666160777084,Long-term,Medium,1,0.30841335356891664
Client_182,EdTech,India,Mobile Testing,132,696626,378749,No,11,8,Mar,-317877,-0.45630941136276854,Mid-term,Medium,0,0.057476235454892555
Client_162,Healthcare,UAE,Performance Testing,164,1622823,1169418,Yes,8,7,Aug,-453405,-0.27939276187236683,Mid-term,Medium,1,0.3982428952510533
Client_16,Automotive,Singapore,Security Testing,297,1840142,2754673,Yes,4,6,Aug,914531,0.4969893627774378,Long-term,Low,1,0.6787957451109752
Client_59,E-commerce,Germany,Performance Testing,133,1272546,769402,Yes,15,4,Jul,-503144,-0.39538374251304076,Mid-term,Low,1,0.2618465029947837
Client_18,EdTech,UAE,Functional Testing,213,1322497,1356638,No,16,7,Sep,34141,0.0258155595059951,Long-term,Medium,0,0.22032622380239802
Client_9,Insurance,Germany,Functional Testing,239,830008,207601,Yes,11,5,Oct,-622407,-0.7498807240412141,Long-term,Low,1,0.15004771038351436
Client_85,Automotive,Singapore,Mobile Testing,181,828708,1589784,Yes,7,6,Dec,761076,0.91838862421987,Long-term,Low,1,0.8473554496879481
Client_19,E-commerce,USA,Cloud Testing,112,1810258,616733,No,5,4,Jul,-1193525,-0.6593120980545315,Mid-term,Low,0,-0.14372483922181262
Client_132,Telecom,USA,API Testing,50,679878,1429757,Yes,14,8,Mar,749879,1.1029611194949682,Short-term,Medium,1,0.9811844477979874
Client_61,Healthcare,Australia,API Testing,310,574576,2037695,No,8,10,Aug,1463119,2.5464324997911505,Long-term,High,0,1.3185729999164604
Client_72,Healthcare,UK,Functional Testing,284,1371636,2126315,No,6,4,Jan,754679,0.5502035525460107,Long-term,Low,0,0.34008142101840433
Client_172,Banking,UAE,Functional Testing,136,507948,245412,Yes,3,9,Jul,-262536,-0.51685605613173,Mid-term,High,1,0.363257577547308
Client_125,E-commerce,UK,Test Automation,276,1053698,1541991,Yes,19,5,Jul,488293,0.46340887047332346,Long-term,Low,1,0.6353635481893294
Client_55,Healthcare,Germany,Mobile Testing,199,947158,1026649,Yes,16,9,Feb,79491,0.08392580752102606,Long-term,High,1,0.6035703230084104
Client_139,Banking,UAE,DevOps QA,150,1305666,2406558,No,17,7,May,1100892,0.8431650973526155,Mid-term,Medium,0,0.5472660389410462
Client_34,Banking,USA,API Testing,31,109754,1038669,Yes,18,4,Oct,928915,8.463609526759845,Short-term,Low,1,3.805443810703938
Client_186,EdTech,India,Mobile Testing,36,647582,1004804,Yes,6,5,Sep,357222,0.551624350275332,Short-term,Low,1,0.6706497401101328
Client_147,Healthcare,UK,DevOps QA,75,467074,2441869,Yes,10,5,Mar,1974795,4.228013119976706,Short-term,Low,1,2.141205247990682
Client_148,Automotive,Germany,DevOps QA,86,953823,2344736,Yes,9,5,Sep,1390913,1.4582506397937562,Short-term,Low,1,1.0333002559175026
Client_122,Telecom,UK,DevOps QA,323,1161658,1234890,Yes,9,6,Dec,73232,0.06304092943017653,Long-term,Low,1,0.5052163717720706
Client_63,Automotive,USA,Performance Testing,282,323273,2451834,Yes,11,6,Mar,2128561,6.584406987283194,Long-term,Low,1,3.113762794913278
Client_122,Automotive,USA,API Testing,106,1271533,2175959,No,12,4,May,904426,0.7112878706254576,Mid-term,Low,0,0.40451514825018303
Client_105,Healthcare,India,Cloud Testing,76,251804,2763227,Yes,18,9,Jul,2511423,9.973721624755763,Short-term,High,1,4.559488649902305
Client_49,Retail,Germany,Test Automation,291,1155222,742854,Yes,15,9,Aug,-412368,-0.3569599609425721,Long-term,High,1,0.4272160156229712
Client_25,Insurance,UK,DevOps QA,68,717090,2952888,Yes,7,4,May,2235798,3.1178764171861273,Short-term,Low,1,1.667150566874451
Client_25,Banking,USA,API Testing,81,812960,227127,Yes,16,4,Aug,-585833,-0.720617250541232,Short-term,Low,1,0.13175309978350713
Client_169,Healthcare,Germany,API Testing,161,345385,1729602,No,9,7,May,1384217,4.007750770878874,Mid-term,Medium,0,1.8131003083515498
Client_111,EdTech,USA,Functional Testing,359,1783891,2595299,Yes,9,7,Jul,811408,0.4548529030080874,Long-term,Medium,1,0.6919411612032349
Client_91,Banking,India,API Testing,148,1176440,2933039,Yes,12,10,Sep,1756599,1.493147971847268,Mid-term,High,1,1.1972591887389072
Client_109,Telecom,India,Mobile Testing,263,640422,2359555,No,9,4,Oct,1719133,2.684375302534891,Long-term,Low,0,1.1937501210139563
Client_106,Retail,Singapore,Functional Testing,181,1937342,332376,Yes,16,8,Aug,-1604966,-0.8284371060969101,Long-term,Medium,1,0.2086251575612359
Client_120,Insurance,UAE,Cloud Testing,165,1228065,1221461,Yes,8,10,Feb,-6604,-0.005377565519740404,Mid-term,High,1,0.5978489737921038
Client_187,Healthcare,Germany,Security Testing,267,1805293,864372,No,16,9,Jun,-940921,-0.5212012676058678,Long-term,High,0,0.06151949295765288
Client_14,Telecom,Singapore,API Testing,55,1763857,402119,No,7,6,Mar,-1361738,-0.7720229020833321,Short-term,Low,0,-0.12880916083333288
Client_173,E-commerce,India,DevOps QA,81,1305639,1341239,No,3,10,Dec,35600,0.02726634238101037,Short-term,High,0,0.3109065369524041
Client_168,Retail,Germany,Cloud Testing,119,624584,991780,Yes,12,6,Aug,367196,0.5879049095077684,Mid-term,Low,1,0.7151619638031074
Client_166,Automotive,Australia,Cloud Testing,50,1555825,2741932,Yes,11,5,Apr,1186107,0.7623653045811708,Short-term,Low,1,0.7549461218324682
Client_26,Retail,USA,Security Testing,178,1028553,1287836,Yes,10,4,Mar,259283,0.252085210971141,Mid-term,Low,1,0.5208340843884565
Client_16,Telecom,India,Performance Testing,214,890794,372655,No,17,7,Apr,-518139,-0.5816597327777241,Long-term,Medium,0,-0.022663893111089656
Client_104,Healthcare,UK,Performance Testing,190,1281050,2100187,Yes,10,5,Jan,819137,0.639426251902736,Long-term,Low,1,0.7057705007610944
Client_187,Retail,USA,Cloud Testing,248,1114245,2896253,Yes,14,6,Jan,1782008,1.5992963845473842,Long-term,Low,1,1.1197185538189538
Client_87,Healthcare,Singapore,DevOps QA,89,1714738,184956,Yes,17,10,Sep,-1529782,-0.8921374577340678,Short-term,High,1,0.2431450169063728
Client_28,EdTech,Germany,Mobile Testing,78,610180,429331,Yes,5,4,Dec,-180849,-0.2963863122357337,Short-term,Low,1,0.3014454751057065
Client_64,Healthcare,Singapore,Security Testing,53,1688536,1780095,No,3,10,Dec,91559,0.054223895729791964,Short-term,High,0,0.32168955829191676
Client_50,Telecom,Singapore,Security Testing,34,812320,2919804,No,18,6,Jun,2107484,2.5944012211936185,Short-term,Low,0,1.2177604884774473
Client_49,Insurance,Germany,Mobile Testing,100,1726548,1287958,Yes,7,8,Aug,-438590,-0.2540271107435183,Mid-term,Medium,1,0.4383891557025926
Client_138,EdTech,USA,Test Automation,361,1062274,2930746,No,13,10,Jul,1868472,1.7589360183907354,Long-term,High,0,1.0035744073562942
Client_115,Insurance,Australia,Performance Testing,117,1529407,2918661,Yes,15,5,Jul,1389254,0.9083612145099376,Mid-term,Low,1,0.8133444858039751
Client_36,Retail,UAE,Security Testing,198,1066200,1660868,Yes,9,4,Jul,594668,0.5577452635528044,Long-term,Low,1,0.6430981054211218
Client_109,Automotive,UAE,Mobile Testing,213,1980146,602529,No,15,10,Dec,-1377617,-0.6957148614294097,Long-term,High,0,0.021714055428236068
Client_47,E-commerce,UAE,Performance Testing,254,1330664,230020,Yes,16,8,Jun,-1100644,-0.8271389321421486,Long-term,Medium,1,0.20914442714314052
Client_72,Telecom,Germany,Cloud Testing,348,1907793,1376815,Yes,11,8,Jul,-530978,-0.27832055154830737,Long-term,Medium,1,0.428671779380677
Client_119,Insurance,India,Functional Testing,167,157358,2873827,No,5,7,Aug,2716469,17.26298631146812,Mid-term,Medium,0,7.115194524587248
Client_64,E-commerce,Australia,Cloud Testing,77,1110764,1771195,Yes,6,10,May,660431,0.5945736448066375,Short-term,High,1,0.8378294579226551
Client_20,Banking,India,Functional Testing,220,343832,1119591,Yes,20,4,Nov,775759,2.256215244654366,Long-term,Low,1,1.3224860978617465
Client_114,Healthcare,Germany,Security Testing,205,640687,1746776,Yes,4,9,Oct,1106089,1.7264108683335233,Long-term,High,1,1.2605643473334094
Client_141,Insurance,UK,DevOps QA,123,241671,2282972,Yes,4,7,Feb,2041301,8.446611302142168,Mid-term,Medium,1,3.888644520856867
Client_26,EdTech,USA,Mobile Testing,88,902523,567768,Yes,13,8,Jul,-334755,-0.37091021503053107,Short-term,Medium,1,0.3916359139877875
Client_13,Telecom,UK,DevOps QA,235,1428885,1473118,No,10,4,Jan,44233,0.030956305091032518,Long-term,Low,0,0.13238252203641301
Client_167,Healthcare,Germany,Mobile Testing,234,1753931,2182820,No,18,4,Feb,428889,0.2445301440022441,Long-term,Low,0,0.21781205760089764
Client_139,E-commerce,Germany,API Testing,263,562175,2654445,Yes,14,4,Jul,2092270,3.7217414506159114,Long-term,Low,1,1.908696580246365
Client_4,Telecom,Australia,Security Testing,169,1519589,2379526,Yes,4,4,Oct,859937,0.5659010429793846,Mid-term,Low,1,0.6463604171917539
Client_24,Insurance,India,Mobile Testing,227,1570472,519185,No,3,7,Mar,-1051287,-0.6694083052738286,Long-term,Medium,0,-0.05776332210953142
Client_193,Automotive,USA,Test Automation,274,582198,931891,Yes,11,6,Apr,349693,0.6006427366634719,Long-term,Low,1,0.7202570946653888
Client_61,EdTech,Singapore,Test Automation,245,1778060,984143,No,19,10,Jul,-793917,-0.44650742944557553,Long-term,High,0,0.12139702822176976
Client_43,Banking,Australia,Performance Testing,362,762135,2249881,Yes,15,9,May,1487746,1.9520767318126053,Long-term,High,1,1.3508306927250422
Client_105,Telecom,USA,Security Testing,115,964919,2070933,Yes,12,4,Dec,1106014,1.1462247090170263,Mid-term,Low,1,0.8784898836068105
Client_125,Automotive,India,Test Automation,87,840496,2501693,Yes,15,10,Jun,1661197,1.9764484304505912,Short-term,High,1,1.3905793721802366
Client_124,Insurance,Australia,Performance Testing,97,1183187,240129,Yes,14,5,Sep,-943058,-0.7970489871846124,Mid-term,Low,1,0.131180405126155
Client_55,EdTech,Singapore,API Testing,60,1223343,316733,Yes,7,4,Dec,-906610,-0.7410922366008552,Short-term,Low,1,0.12356310535965787
Client_103,Healthcare,Australia,Security Testing,111,120391,1187637,Yes,20,10,Aug,1067246,8.8648320887774,Mid-term,High,1,4.14593283551096
Client_16,E-commerce,Singapore,Security Testing,83,1569723,2370528,No,4,7,Nov,800805,0.510156887552772,Short-term,Medium,0,0.4140627550211088
Client_43,Insurance,USA,Test Automation,243,1845201,1428958,No,8,4,Dec,-416243,-0.2255813865264543,Long-term,Low,0,0.02976744538941828
Client_98,Retail,Germany,Cloud Testing,332,652284,1549092,Yes,11,6,Jun,896808,1.3748735213495962,Long-term,Low,1,1.0299494085398386
Client_1,Banking,Australia,Functional Testing,277,620633,2204927,Yes,8,8,Dec,1584294,2.552706672059011,Long-term,Medium,1,1.5610826688236044
Client_100,Banking,UAE,API Testing,321,702489,1800038,Yes,19,9,Jan,1097549,1.5623717951455467,Long-term,High,1,1.1949487180582188
Client_68,Healthcare,India,DevOps QA,254,295054,808527,Yes,18,7,Nov,513473,1.740267883167149,Long-term,Medium,1,1.2061071532668597
Client_117,EdTech,India,API Testing,122,936618,227058,Yes,13,4,Jul,-709560,-0.7575767281858773,Mid-term,Low,1,0.11696930872564903
Client_74,Insurance,UAE,DevOps QA,342,1512846,1604500,No,17,4,Jul,91654,0.06058382677417265,Long-term,Low,0,0.14423353070966904
Client_109,Insurance,UK,Performance Testing,224,1670322,1626030,Yes,7,9,Dec,-44292,-0.026517042821683483,Long-term,High,1,0.5593931828713266
Client_179,Automotive,UK,Mobile Testing,213,1821918,1640563,Yes,5,4,Apr,-181355,-0.09954070380774546,Long-term,Low,1,0.3801837184769018
Client_188,Retail,India,DevOps QA,343,817211,2772408,Yes,13,8,Apr,1955197,2.3925240849670404,Long-term,Medium,1,1.4970096339868162
Client_143,E-commerce,UAE,Performance Testing,44,259443,1418048,Yes,19,4,Aug,1158605,4.4657400662187845,Short-term,Low,1,2.2062960264875136
Client_170,EdTech,UAE,Mobile Testing,96,1262978,1140714,Yes,16,6,Jan,-122264,-0.09680612013827636,Mid-term,Low,1,0.44127755194468943
Client_184,Telecom,Singapore,API Testing,277,474311,2252401,No,7,10,Jun,1778090,3.7487850798315874,Long-term,High,0,1.799514031932635
Client_125,E-commerce,Germany,Test Automation,279,1099409,1307117,Yes,11,7,Nov,207708,0.18892695984842767,Long-term,Medium,1,0.5855707839393711
Client_40,Retail,UK,Cloud Testing,87,758238,410087,Yes,6,7,Dec,-348151,-0.4591579424929903,Short-term,Medium,1,0.32633682300280387
Client_49,E-commerce,UK,DevOps QA,240,841422,2774763,Yes,13,4,Nov,1933341,2.297706739305604,Long-term,Low,1,1.3390826957222417
Client_76,Insurance,Singapore,Functional Testing,255,558366,1230785,Yes,4,8,Jan,672419,1.204262078994781,Long-term,Medium,1,1.0217048315979125
Client_56,EdTech,USA,Cloud Testing,53,1975517,1773911,Yes,7,10,Dec,-201606,-0.1020522728986893,Short-term,High,1,0.5591790908405243
Client_15,E-commerce,Australia,Performance Testing,62,1303162,273588,Yes,18,7,Nov,-1029574,-0.7900583350343242,Short-term,Medium,1,0.19397666598627025
Client_149,Healthcare,UK,Performance Testing,163,664292,2477584,No,11,5,Nov,1813292,2.7296610526696092,Mid-term,Low,0,1.2418644210678436
Client_189,Banking,Singapore,Test Automation,365,483326,1325218,Yes,14,10,Mar,841892,1.7418719456433132,Long-term,High,1,1.2967487782573253
Client_139,Telecom,UAE,Functional Testing,190,1664803,1096162,Yes,16,8,May,-568641,-0.3415665397046978,Long-term,Medium,1,0.40337338411812085
Client_16,Automotive,USA,Security Testing,36,1532579,786310,Yes,12,10,Oct,-746269,-0.486936725610882,Short-term,High,1,0.4052253097556472
Client_192,EdTech,Australia,Performance Testing,298,498810,1583555,No,11,9,Aug,1084745,2.174665704376416,Long-term,High,0,1.1398662817505665
Client_81,EdTech,India,API Testing,325,1146477,1797718,Yes,11,8,Nov,651241,0.5680366897896775,Long-term,Medium,1,0.7672146759158709
Client_15,Automotive,UAE,Functional Testing,319,1645836,2905371,Yes,19,4,Mar,1259535,0.7652858486507769,Long-term,Low,1,0.7261143394603107
Client_13,Telecom,USA,Security Testing,144,518731,725713,No,13,7,May,206982,0.39901606034727055,Mid-term,Medium,0,0.3696064241389082
Client_150,Insurance,Germany,Test Automation,203,592539,518238,No,16,7,Apr,-74301,-0.1253942778450026,Long-term,Medium,0,0.15984228886199894
Client_123,Telecom,Singapore,Test Automation,295,1642306,1753092,Yes,8,7,Oct,110786,0.06745758707573375,Long-term,Medium,1,0.5369830348302935
Client_129,Telecom,Germany,Mobile Testing,297,607629,2334048,Yes,13,10,Oct,1726419,2.8412386505581533,Long-term,High,1,1.7364954602232614
Client_136,Banking,UAE,Performance Testing,346,1930273,2993716,Yes,18,7,Nov,1063443,0.5509288064434409,Long-term,Medium,1,0.7303715225773764
Client_41,E-commerce,Germany,Cloud Testing,78,656595,2718794,No,7,8,Mar,2062199,3.1407473404457846,Short-term,Medium,0,1.4962989361783139
Client_15,Healthcare,USA,API Testing,251,533646,2773640,Yes,20,8,Jan,2239994,4.197527949239758,Long-term,Medium,1,2.219011179695903
Client_131,Automotive,India,Security Testing,157,580683,1103902,Yes,17,4,Feb,523219,0.9010406710718241,Mid-term,Low,1,0.7804162684287297
Client_21,Insurance,Germany,Performance Testing,276,525232,1900422,Yes,4,6,Feb,1375190,2.618252505559448,Long-term,Low,1,1.5273010022237792
Client_48,EdTech,UAE,Functional Testing,207,1850997,1158146,Yes,9,9,Nov,-692851,-0.3743123300578013,Long-term,High,1,0.4202750679768795
Client_18,Insurance,Australia,Cloud Testing,358,623649,2552910,Yes,7,9,Dec,1929261,3.093504519369068,Long-term,High,1,1.8074018077476273
Client_153,Automotive,UAE,Performance Testing,227,1853921,790676,Yes,4,10,Jul,-1063245,-0.5735114926687814,Long-term,High,1,0.3705954029324874
Client_18,Banking,UK,Performance Testing,106,1397291,1938723,Yes,10,4,Jul,541432,0.38748693006682217,Mid-term,Low,1,0.5749947720267288
Client_173,Banking,Germany,Performance Testing,315,846643,1460228,Yes,8,7,Dec,613585,0.7247269510289461,Long-term,Medium,1,0.7998907804115785
Client_61,Telecom,Australia,Mobile Testing,343,427146,2689101,Yes,4,8,Oct,2261955,5.295507859139498,Long-term,Medium,1,2.6582031436557987
Client_104,Automotive,USA,Mobile Testing,57,1733552,1531120,No,18,6,Feb,-202432,-0.11677296094954175,Short-term,Low,0,0.1332908156201833
Client_31,Retail,USA,DevOps QA,35,323743,2033952,Yes,11,8,Sep,1710209,5.282613060359607,Short-term,Medium,1,2.6530452241438427
Client_146,Automotive,UK,API Testing,359,351403,2424293,Yes,8,5,Apr,2072890,5.898896708337721,Long-term,Low,1,2.809558683335088
Client_64,Insurance,Australia,Cloud Testing,110,264600,702692,No,17,4,Jul,438092,1.65567649281935,Mid-term,Low,0,0.78227059712774
